window,freq,count,growth,GLD,BND,IGV,VDC,SOCL,IHF,IYZ,XOM,BUYING_POWER
14,window,42,0.13248644700886847,0.5360183442943406,0.04412669266258006,0.0,0.0855689246323928,0.0,0.02436100875043808,0.005217758055347501,0.05470727160490093,0.25
14,window,43,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,44,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,45,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,46,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,47,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,48,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,49,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,50,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,51,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,52,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,53,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,54,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,55,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,56,0.13248644700886847,0.5612136777112288,0.05056822629695636,0.02463119260139656,0.06599419889323714,0.0,0.03518251843472755,0.0,0.01241018606245353,0.25
14,window,57,0.13248644700886847,0.568426928854569,0.0,0.0,0.1376727898578395,0.04390028128759153,0.0,0.0,0.0,0.25
